species_common_name,species_scientific_name,species_abbreviation,lat,count
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.11666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.11666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.11666666666667,2
Giant petrel ,Macronectes sp.,MACSP,-35.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.11666666666667,1
White-headed petrel,Pterodroma lessonii,PTELES,-35.11666666666667,150
Providence petrel,Pterodroma solandri,PTESOL,-35.11666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.13333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.13333333333333,2
Giant petrel ,Macronectes sp.,MACSP,-35.13333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.13333333333333,2
White-headed petrel,Pterodroma lessonii,PTELES,-35.13333333333333,12
Providence petrel,Pterodroma solandri,PTESOL,-35.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.2,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.2,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.2,1
White-headed petrel,Pterodroma lessonii,PTELES,-35.2,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,2
White-headed petrel,Pterodroma lessonii,PTELES,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.483333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.483333333333334,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.483333333333334,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.483333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.483333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.483333333333334,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.483333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.483333333333334,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.483333333333334,5
Cape petrel,Daption capense,DAPCAP,-36.483333333333334,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.483333333333334,1
Prion ,Pachyptila sp,PACSP,-36.483333333333334,120
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,1
Prion ,Pachyptila sp,PACSP,-36,100
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.666666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.666666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.666666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.666666666666664,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.666666666666664,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.666666666666664,6
Cape petrel,Daption capense,DAPCAP,-36.666666666666664,8
Prion ,Pachyptila sp,PACSP,-36.666666666666664,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,2
Cape petrel,Daption capense,DAPCAP,-36,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,1
White-headed petrel,Pterodroma lessonii,PTELES,-36,2
Prion ,Pachyptila sp,PACSP,-36,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.85,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.85,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.85,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.85,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.85,4
Cape petrel,Daption capense,DAPCAP,-36.85,3
Prion ,Pachyptila sp,PACSP,-36.85,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.86666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.86666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.86666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.86666666666667,1
Southern royal albatross,Diomedea epomophora,DIOEPO,-37.86666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37.86666666666667,6
Cape petrel,Daption capense,DAPCAP,-37.86666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.86666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.916666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.916666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.916666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.916666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.916666666666664,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37.916666666666664,8
Cape petrel,Daption capense,DAPCAP,-37.916666666666664,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.983333333333334,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37.983333333333334,8
Cape petrel,Daption capense,DAPCAP,-37.983333333333334,5
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.983333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.06666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38.06666666666667,3
Cape petrel,Daption capense,DAPCAP,-38.06666666666667,3
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-38.2,1
Cape petrel,Daption capense,DAPCAP,-38.2,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38.2,2
Diving-petrel ,Pelecanoides sp.,PELSP,-38.2,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Cape petrel,Daption capense,DAPCAP,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.4,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38.4,5
Cape petrel,Daption capense,DAPCAP,-38.4,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38.4,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,4
Cape petrel,Daption capense,DAPCAP,-40,40
Prion ,Pachyptila sp,PACSP,-40,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,8
Giant petrel ,Macronectes sp.,MACSP,-40,2
Cape petrel,Daption capense,DAPCAP,-40,20
Prion ,Pachyptila sp,PACSP,-40,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.2,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40.2,4
Giant petrel ,Macronectes sp.,MACSP,-40.2,2
Cape petrel,Daption capense,DAPCAP,-40.2,25
Prion ,Pachyptila sp,PACSP,-40.2,14
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,4
Giant petrel ,Macronectes sp.,MACSP,-40,3
Cape petrel,Daption capense,DAPCAP,-40,20
Prion ,Pachyptila sp,PACSP,-40,6
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40,1
Giant petrel ,Macronectes sp.,MACSP,-40.31666666666667,1
Cape petrel,Daption capense,DAPCAP,-40.31666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40.35,1
Giant petrel ,Macronectes sp.,MACSP,-40.35,1
Cape petrel,Daption capense,DAPCAP,-40.35,4
Giant petrel ,Macronectes sp.,MACSP,-40.38333333333333,1
Cape petrel,Daption capense,DAPCAP,-40.38333333333333,3
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Giant petrel ,Macronectes sp.,MACSP,-40,2
Cape petrel,Daption capense,DAPCAP,-40,6
Giant petrel ,Macronectes sp.,MACSP,-40.46666666666667,2
Cape petrel,Daption capense,DAPCAP,-40.46666666666667,2
Fluttering shearwater,Puffinus gavia,PUFGAV,-37.6,100
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.6,NA
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.6,NA
Southern black-backed gull,Larus dominicanus,LARDOM,-37.6,12
Red-billed gull,Larus novaehollandiae,LARNOV,-37.6,6
White-fronted tern,Sterna striata,STESTR,-37.6,15
Prion ,Pachyptila sp,PACSP,-37.46666666666667,40
Fluttering shearwater,Puffinus gavia,PUFGAV,-37.46666666666667,7000
Little shearwater,Puffinus assimilis,PUFASS,-37.46666666666667,2000
Diving-petrel ,Pelecanoides sp.,PELSP,-37.46666666666667,2000
Fluttering shearwater,Puffinus gavia,PUFGAV,-37.416666666666664,4
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.416666666666664,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.416666666666664,1
Red-billed gull,Larus novaehollandiae,LARNOV,-37.416666666666664,1
Prion ,Pachyptila sp,PACSP,-37.266666666666666,1
Little shearwater,Puffinus assimilis,PUFASS,-37.266666666666666,1
Diving-petrel ,Pelecanoides sp.,PELSP,-37.266666666666666,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37.06666666666667,1
Fluttering shearwater,Puffinus gavia,PUFGAV,-37.06666666666667,2
Little shearwater,Puffinus assimilis,PUFASS,-37.06666666666667,3
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.06666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.983333333333334,1
Fluttering shearwater,Puffinus gavia,PUFGAV,-36.983333333333334,2
Australasian gannet ,Morus serrator ,MORSER,-36.983333333333334,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.983333333333334,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.93333333333333,1
Fluttering shearwater,Puffinus gavia,PUFGAV,-36.93333333333333,1
Little shearwater,Puffinus assimilis,PUFASS,-36.93333333333333,3
Diving-petrel ,Pelecanoides sp.,PELSP,-36.93333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-36.93333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.88333333333333,1
Prion ,Pachyptila sp,PACSP,-36.88333333333333,20
Fluttering shearwater,Puffinus gavia,PUFGAV,-36.88333333333333,6
Australasian gannet ,Morus serrator ,MORSER,-36.88333333333333,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.88333333333333,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.81666666666667,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-36.81666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36.7,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.5,22
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.43333333333333,15
Little shearwater,Puffinus assimilis,PUFASS,-36.43333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.38333333333333,2
Prion ,Pachyptila sp,PACSP,-36.38333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.333333333333336,1
Australasian gannet ,Morus serrator ,MORSER,-36.333333333333336,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.95,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.95,4
Prion ,Pachyptila sp,PACSP,-35.95,3
Australasian gannet ,Morus serrator ,MORSER,-35.95,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.916666666666664,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-35.916666666666664,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.916666666666664,4
Prion ,Pachyptila sp,PACSP,-35.916666666666664,8
Australasian gannet ,Morus serrator ,MORSER,-35.916666666666664,4
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.86666666666667,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-35.86666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.86666666666667,4
Prion ,Pachyptila sp,PACSP,-35.86666666666667,2
Australasian gannet ,Morus serrator ,MORSER,-35.86666666666667,6
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.81666666666667,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35.81666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.81666666666667,8
Prion ,Pachyptila sp,PACSP,-35.81666666666667,3
Diving-petrel ,Pelecanoides sp.,PELSP,-35.81666666666667,6
Australasian gannet ,Morus serrator ,MORSER,-35.81666666666667,8
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.75,4
Prion ,Pachyptila sp,PACSP,-35.75,4
Australasian gannet ,Morus serrator ,MORSER,-35.75,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.3,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.3,1
Prion ,Pachyptila sp,PACSP,-34.3,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.3,1
Cape petrel,Daption capense,DAPCAP,-34.3,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.3,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.28333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.28333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.28333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.28333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.28333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.28333333333333,4
Prion ,Pachyptila sp,PACSP,-34.28333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-34.28333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.28333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.28333333333333,1
Prion ,Pachyptila sp,PACSP,-34.28333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-34.28333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,1
Cape petrel,Daption capense,DAPCAP,-34.25,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.25,2
Prion ,Pachyptila sp,PACSP,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Southern royal albatross,Diomedea epomophora,DIOEPO,-34.25,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.25,1
Prion ,Pachyptila sp,PACSP,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.233333333333334,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.233333333333334,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.233333333333334,1
Australasian gannet ,Morus serrator ,MORSER,-34.233333333333334,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,2
Prion ,Pachyptila sp,PACSP,-34.13333333333333,50
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,3
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,5
White-headed petrel,Pterodroma lessonii,PTELES,-34.13333333333333,20
Prion ,Pachyptila sp,PACSP,-34.13333333333333,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,3
White-headed petrel,Pterodroma lessonii,PTELES,-34.13333333333333,50
Prion ,Pachyptila sp,PACSP,-34.13333333333333,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,4
Prion ,Pachyptila sp,PACSP,-34.13333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,1
White-headed petrel,Pterodroma lessonii,PTELES,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,3
White-headed petrel,Pterodroma lessonii,PTELES,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.13333333333333,1
Cape petrel,Daption capense,DAPCAP,-34.13333333333333,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.13333333333333,1
White-headed petrel,Pterodroma lessonii,PTELES,-34.13333333333333,1
Prion ,Pachyptila sp,PACSP,-34.13333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-34.06666666666667,1
Cape petrel,Daption capense,DAPCAP,-34.06666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.06666666666667,2
Prion ,Pachyptila sp,PACSP,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Cape petrel,Daption capense,DAPCAP,-34.06666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.06666666666667,1
White-headed petrel,Pterodroma lessonii,PTELES,-34.06666666666667,1
Prion ,Pachyptila sp,PACSP,-34.06666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Cape petrel,Daption capense,DAPCAP,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
White-headed petrel,Pterodroma lessonii,PTELES,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.06666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.06666666666667,1
Prion ,Pachyptila sp,PACSP,-34.06666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.06666666666667,1
Prion ,Pachyptila sp,PACSP,-34.06666666666667,3
White-headed petrel,Pterodroma lessonii,PTELES,-34.06666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.11666666666667,1
Cape petrel,Daption capense,DAPCAP,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,1
Providence petrel,Pterodroma solandri,PTESOL,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,2
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,3
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,1
Subantarctic skua ,Catharacta antarctica ,CATANT,-34.11666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,4
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,3
Providence petrel,Pterodroma solandri,PTESOL,-34.11666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.11666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,3
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,2
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,2
White-headed petrel,Pterodroma lessonii,PTELES,-34.11666666666667,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.11666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.11666666666667,1
Providence petrel,Pterodroma solandri,PTESOL,-34.11666666666667,2
Australasian gannet ,Morus serrator ,MORSER,-34.11666666666667,1
Providence petrel,Pterodroma solandri,PTESOL,-34.11666666666667,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.1,1
Prion ,Pachyptila sp,PACSP,-34.1,11
Australasian gannet ,Morus serrator ,MORSER,-34.1,3
Providence petrel,Pterodroma solandri,PTESOL,-34.083333333333336,1
Australasian gannet ,Morus serrator ,MORSER,-34.083333333333336,2
Australasian gannet ,Morus serrator ,MORSER,-34.083333333333336,2
Prion ,Pachyptila sp,PACSP,-34.083333333333336,1
Australasian gannet ,Morus serrator ,MORSER,-34.083333333333336,3
Australasian gannet ,Morus serrator ,MORSER,-34.083333333333336,1
Providence petrel,Pterodroma solandri,PTESOL,-34.083333333333336,1
Australasian gannet ,Morus serrator ,MORSER,-34.05,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.03333333333333,2
Australasian gannet ,Morus serrator ,MORSER,-34.03333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-34.03333333333333,1
Australasian gannet ,Morus serrator ,MORSER,-33.7,4
Subantarctic skua,Catharacta antarctica,CATANT,-33.7,2
Red-billed gull,Larus novaehollandiae,LARNOV,-33.7,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.7,1
Giant petrel ,Macronectes sp. ,MACSP,-33.7,1
Australasian gannet ,Morus serrator ,MORSER,-33.7,3
Subantarctic skua,Catharacta antarctica,CATANT,-33.7,2
Red-billed gull,Larus novaehollandiae,LARNOV,-33.7,15
Crested tern,Sterna bergii,STEBER,-33.7,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.68333333333333,1
Giant petrel ,Macronectes sp.,MACSP,-33.68333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.68333333333333,2
Australasian gannet ,Morus serrator ,MORSER,-33.68333333333333,2
Subantarctic skua,Catharacta antarctica,CATANT,-33.68333333333333,2
Red-billed gull,Larus novaehollandiae,LARNOV,-33.68333333333333,30
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33.68333333333333,3
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-33.68333333333333,1
Subantarctic skua,Catharacta antarctica,CATANT,-33.68333333333333,1
Red-billed gull,Larus novaehollandiae,LARNOV,-33.68333333333333,15
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.666666666666664,1
